Total Nacional, Comunidad Autónoma y Provincia;Nacionalidad;Periodo;Total
18 Granada;UE27_2020 sin España;2021;2.711
18 Granada;Bélgica;2022;91
18 Granada;Bélgica;2021;177
18 Granada;Bulgaria;2022;32
18 Granada;Bulgaria;2021;28
18 Granada;Dinamarca;2022;39
18 Granada;Dinamarca;2021;68
18 Granada;Finlandia;2022;6
18 Granada;Finlandia;2021;9
18 Granada;Francia;2022;223
18 Granada;Francia;2021;307
18 Granada;Irlanda;2022;64
18 Granada;Irlanda;2021;92
18 Granada;Italia;2022;503
18 Granada;Italia;2021;399
18 Granada;Países Bajos;2022;199
18 Granada;Países Bajos;2021;180
18 Granada;Polonia;2022;109
18 Granada;Polonia;2021;76
18 Granada;Portugal;2022;51
18 Granada;Portugal;2021;64
18 Granada;Alemania;2022;244
18 Granada;Alemania;2021;316
18 Granada;Rumanía;2022;823
18 Granada;Rumanía;2021;806
18 Granada;Suecia;2022;71
18 Granada;Suecia;2021;85
18 Granada;Lituania;2022;27
18 Granada;Lituania;2021;14
18 Granada;Otro país de la Unión Europea sin España;2022;127
18 Granada;Otro país de la Unión Europea sin España;2021;90
18 Granada;Europa menos UE27_2020;2022;1.788
18 Granada;Europa menos UE27_2020;2021;1.124
18 Granada;Noruega;2022;18
18 Granada;Noruega;2021;33
18 Granada;Reino Unido;2022;392
18 Granada;Reino Unido;2021;817
18 Granada;Suiza;2022;38
18 Granada;Suiza;2021;48
18 Granada;Ucrania;2022;874
18 Granada;Ucrania;2021;56
18 Granada;Moldavia;2022;0
18 Granada;Moldavia;2021;2
18 Granada;Rusia;2022;370
18 Granada;Rusia;2021;101
18 Granada;Otro país del resto de Europa;2022;96
18 Granada;Otro país del resto de Europa;2021;67
18 Granada;De Africa;2022;3.808
18 Granada;De Africa;2021;3.795
18 Granada;Argelia;2022;99
18 Granada;Argelia;2021;78
18 Granada;Gambia;2022;20
18 Granada;Gambia;2021;22
18 Granada;Ghana;2022;16
18 Granada;Ghana;2021;10
18 Granada;Guinea;2022;23
18 Granada;Guinea;2021;27
18 Granada;Guinea Ecuatorial;2022;31
18 Granada;Guinea Ecuatorial;2021;21
18 Granada;Mali;2022;65
18 Granada;Mali;2021;116
18 Granada;Marruecos;2022;2.979
18 Granada;Marruecos;2021;2.908
18 Granada;Mauritania;2022;15
18 Granada;Mauritania;2021;17
18 Granada;Nigeria;2022;22
18 Granada;Nigeria;2021;22
18 Granada;Senegal;2022;433
18 Granada;Senegal;2021;469
18 Granada;Otro país de África;2022;105
18 Granada;Otro país de África;2021;105
18 Granada;América del Norte;2022;485
18 Granada;América del Norte;2021;474
18 Granada;Estados Unidos de América;2022;327
18 Granada;Estados Unidos de América;2021;344
18 Granada;México;2022;127
18 Granada;México;2021;95
18 Granada;Canadá;2022;31
18 Granada;Canadá;2021;35
18 Granada;De Centro América y Caribe;2022;1.116
18 Granada;De Centro América y Caribe;2021;561
18 Granada;Cuba;2022;211
18 Granada;Cuba;2021;131
18 Granada;Honduras;2022;536
18 Granada;Honduras;2021;229
18 Granada;Nicaragua;2022;193
18 Granada;Nicaragua;2021;72
18 Granada;República Dominicana;2022;61
18 Granada;República Dominicana;2021;62
18 Granada;Otro país de Centro América y Caribe;2022;115
18 Granada;Otro país de Centro América y Caribe;2021;67
18 Granada;De Sudamérica;2022;4.628
18 Granada;De Sudamérica;2021;2.468
18 Granada;Argentina;2022;706
18 Granada;Argentina;2021;376
18 Granada;Bolivia;2022;351
18 Granada;Bolivia;2021;356
18 Granada;Brasil;2022;250
18 Granada;Brasil;2021;204
18 Granada;Colombia;2022;1.861
18 Granada;Colombia;2021;704
18 Granada;Chile;2022;147
18 Granada;Chile;2021;108
18 Granada;Ecuador;2022;144
18 Granada;Ecuador;2021;99
18 Granada;Paraguay;2022;52
18 Granada;Paraguay;2021;49
18 Granada;Perú;2022;354
18 Granada;Perú;2021;162
18 Granada;Uruguay;2022;31
18 Granada;Uruguay;2021;18
18 Granada;Venezuela;2022;732
18 Granada;Venezuela;2021;392
18 Granada;Otro país de Sudamérica;2022;0
18 Granada;Otro país de Sudamérica;2021;0
18 Granada;De Asia;2022;434
18 Granada;De Asia;2021;456
18 Granada;Bangladesh;2022;6
18 Granada;Bangladesh;2021;0
18 Granada;China;2022;138
18 Granada;China;2021;160
18 Granada;Filipinas;2022;14
18 Granada;Filipinas;2021;16
18 Granada;India;2022;25
18 Granada;India;2021;27
18 Granada;Pakistán;2022;65
18 Granada;Pakistán;2021;50
18 Granada;Otro país de Asia;2022;186
18 Granada;Otro país de Asia;2021;203
18 Granada;De Oceanía;2022;30
18 Granada;De Oceanía;2021;24
18 Granada;Apátridas;2022;2
18 Granada;Apátridas;2021;3
21 Huelva;Total;2022;10.455
21 Huelva;Total;2021;9.930
21 Huelva;Española;2022;789
21 Huelva;Española;2021;813
21 Huelva;UE27_2020 sin España;2022;2.730
21 Huelva;UE27_2020 sin España;2021;2.914
21 Huelva;Bélgica;2022;21
21 Huelva;Bélgica;2021;13
21 Huelva;Bulgaria;2022;308
21 Huelva;Bulgaria;2021;239
21 Huelva;Dinamarca;2022;0
21 Huelva;Dinamarca;2021;4
21 Huelva;Finlandia;2022;3
21 Huelva;Finlandia;2021;0
21 Huelva;Francia;2022;51
21 Huelva;Francia;2021;54
21 Huelva;Irlanda;2022;16
21 Huelva;Irlanda;2021;23
21 Huelva;Italia;2022;51
21 Huelva;Italia;2021;73
21 Huelva;Países Bajos;2022;32
21 Huelva;Países Bajos;2021;38
21 Huelva;Polonia;2022;132
21 Huelva;Polonia;2021;132
21 Huelva;Portugal;2022;265
21 Huelva;Portugal;2021;277
21 Huelva;Alemania;2022;76
21 Huelva;Alemania;2021;91
21 Huelva;Rumanía;2022;1.707
21 Huelva;Rumanía;2021;1.908
21 Huelva;Suecia;2022;4
21 Huelva;Suecia;2021;3
21 Huelva;Lituania;2022;33
21 Huelva;Lituania;2021;27
21 Huelva;Otro país de la Unión Europea sin España;2022;31
21 Huelva;Otro país de la Unión Europea sin España;2021;32
21 Huelva;Europa menos UE27_2020;2022;597
21 Huelva;Europa menos UE27_2020;2021;340
21 Huelva;Noruega;2022;1
21 Huelva;Noruega;2021;4
21 Huelva;Reino Unido;2022;66
21 Huelva;Reino Unido;2021;201
21 Huelva;Suiza;2022;3
21 Huelva;Suiza;2021;7
21 Huelva;Ucrania;2022;460
21 Huelva;Ucrania;2021;77
21 Huelva;Moldavia;2022;19
21 Huelva;Moldavia;2021;16
21 Huelva;Rusia;2022;17
21 Huelva;Rusia;2021;12
21 Huelva;Otro país del resto de Europa;2022;31
21 Huelva;Otro país del resto de Europa;2021;23
21 Huelva;De Africa;2022;4.005
21 Huelva;De Africa;2021;4.744
21 Huelva;Argelia;2022;125
21 Huelva;Argelia;2021;122
21 Huelva;Gambia;2022;27
21 Huelva;Gambia;2021;51
21 Huelva;Ghana;2022;41
21 Huelva;Ghana;2021;42
21 Huelva;Guinea;2022;57
21 Huelva;Guinea;2021;47
21 Huelva;Guinea Ecuatorial;2022;7
21 Huelva;Guinea Ecuatorial;2021;15
21 Huelva;Mali;2022;385
21 Huelva;Mali;2021;492
21 Huelva;Marruecos;2022;3.018
21 Huelva;Marruecos;2021;3.669
21 Huelva;Mauritania;2022;9
21 Huelva;Mauritania;2021;11
21 Huelva;Nigeria;2022;16
21 Huelva;Nigeria;2021;14
21 Huelva;Senegal;2022;253
21 Huelva;Senegal;2021;222
21 Huelva;Otro país de África;2022;67
21 Huelva;Otro país de África;2021;59
21 Huelva;América del Norte;2022;65
21 Huelva;América del Norte;2021;49
21 Huelva;Estados Unidos de América;2022;29
21 Huelva;Estados Unidos de América;2021;13
21 Huelva;México;2022;33
21 Huelva;México;2021;30
21 Huelva;Canadá;2022;3
21 Huelva;Canadá;2021;6
21 Huelva;De Centro América y Caribe;2022;480
21 Huelva;De Centro América y Caribe;2021;265
21 Huelva;Cuba;2022;92
21 Huelva;Cuba;2021;45
21 Huelva;Honduras;2022;59
21 Huelva;Honduras;2021;21
21 Huelva;Nicaragua;2022;249
21 Huelva;Nicaragua;2021;137
21 Huelva;República Dominicana;2022;37
21 Huelva;República Dominicana;2021;31
21 Huelva;Otro país de Centro América y Caribe;2022;43
21 Huelva;Otro país de Centro América y Caribe;2021;31
21 Huelva;De Sudamérica;2022;1.667
21 Huelva;De Sudamérica;2021;687
21 Huelva;Argentina;2022;44
21 Huelva;Argentina;2021;49
21 Huelva;Bolivia;2022;20
21 Huelva;Bolivia;2021;24
21 Huelva;Brasil;2022;135
21 Huelva;Brasil;2021;104
21 Huelva;Colombia;2022;774
21 Huelva;Colombia;2021;279
21 Huelva;Chile;2022;28
21 Huelva;Chile;2021;10
21 Huelva;Ecuador;2022;63
21 Huelva;Ecuador;2021;32
21 Huelva;Paraguay;2022;15
21 Huelva;Paraguay;2021;4
21 Huelva;Perú;2022;207
21 Huelva;Perú;2021;55
21 Huelva;Uruguay;2022;4
21 Huelva;Uruguay;2021;8
21 Huelva;Venezuela;2022;377
21 Huelva;Venezuela;2021;122
21 Huelva;Otro país de Sudamérica;2022;0
21 Huelva;Otro país de Sudamérica;2021;0
21 Huelva;De Asia;2022;106
21 Huelva;De Asia;2021;108
21 Huelva;Bangladesh;2022;5
21 Huelva;Bangladesh;2021;5
21 Huelva;China;2022;37
21 Huelva;China;2021;33
21 Huelva;Filipinas;2022;5
21 Huelva;Filipinas;2021;1
21 Huelva;India;2022;5
21 Huelva;India;2021;11
21 Huelva;Pakistán;2022;26
21 Huelva;Pakistán;2021;40
21 Huelva;Otro país de Asia;2022;28
21 Huelva;Otro país de Asia;2021;18
21 Huelva;De Oceanía;2022;11
21 Huelva;De Oceanía;2021;5
21 Huelva;Apátridas;2022;5
21 Huelva;Apátridas;2021;5
23 Jaén;Total;2022;4.928
23 Jaén;Total;2021;3.464
23 Jaén;Española;2022;583
23 Jaén;Española;2021;502
23 Jaén;UE27_2020 sin España;2022;323
23 Jaén;UE27_2020 sin España;2021;324
23 Jaén;Bélgica;2022;9
23 Jaén;Bélgica;2021;9
23 Jaén;Bulgaria;2022;4
23 Jaén;Bulgaria;2021;14
23 Jaén;Dinamarca;2022;2
23 Jaén;Dinamarca;2021;2
23 Jaén;Finlandia;2022;2
23 Jaén;Finlandia;2021;0
23 Jaén;Francia;2022;8
23 Jaén;Francia;2021;20
23 Jaén;Irlanda;2022;5
23 Jaén;Irlanda;2021;8
23 Jaén;Italia;2022;60
23 Jaén;Italia;2021;42
23 Jaén;Países Bajos;2022;23
23 Jaén;Países Bajos;2021;12
23 Jaén;Polonia;2022;11
23 Jaén;Polonia;2021;8
23 Jaén;Portugal;2022;20
23 Jaén;Portugal;2021;13
23 Jaén;Alemania;2022;22
23 Jaén;Alemania;2021;20
23 Jaén;Rumanía;2022;149
23 Jaén;Rumanía;2021;168
23 Jaén;Suecia;2022;3
23 Jaén;Suecia;2021;1
23 Jaén;Lituania;2022;3
23 Jaén;Lituania;2021;2
23 Jaén;Otro país de la Unión Europea sin España;2022;2
23 Jaén;Otro país de la Unión Europea sin España;2021;5
23 Jaén;Europa menos UE27_2020;2022;370
23 Jaén;Europa menos UE27_2020;2021;136
23 Jaén;Noruega;2022;0
23 Jaén;Noruega;2021;1
23 Jaén;Reino Unido;2022;52
23 Jaén;Reino Unido;2021;105
23 Jaén;Suiza;2022;0
23 Jaén;Suiza;2021;3
23 Jaén;Ucrania;2022;276
23 Jaén;Ucrania;2021;5
23 Jaén;Moldavia;2022;4
23 Jaén;Moldavia;2021;3
23 Jaén;Rusia;2022;17
23 Jaén;Rusia;2021;10
23 Jaén;Otro país del resto de Europa;2022;21
23 Jaén;Otro país del resto de Europa;2021;9
23 Jaén;De Africa;2022;1.453
23 Jaén;De Africa;2021;1.489
23 Jaén;Argelia;2022;151
23 Jaén;Argelia;2021;112
23 Jaén;Gambia;2022;7
23 Jaén;Gambia;2021;6
23 Jaén;Ghana;2022;2
23 Jaén;Ghana;2021;5
23 Jaén;Guinea;2022;5
23 Jaén;Guinea;2021;6
23 Jaén;Guinea Ecuatorial;2022;33
23 Jaén;Guinea Ecuatorial;2021;21
23 Jaén;Mali;2022;48
23 Jaén;Mali;2021;83
23 Jaén;Marruecos;2022;1.049
23 Jaén;Marruecos;2021;1.118
23 Jaén;Mauritania;2022;14
23 Jaén;Mauritania;2021;19
23 Jaén;Nigeria;2022;3
23 Jaén;Nigeria;2021;4
23 Jaén;Senegal;2022;101
23 Jaén;Senegal;2021;89
23 Jaén;Otro país de África;2022;40
23 Jaén;Otro país de África;2021;26
23 Jaén;América del Norte;2022;82
23 Jaén;América del Norte;2021;35
23 Jaén;Estados Unidos de América;2022;37
23 Jaén;Estados Unidos de América;2021;21
23 Jaén;México;2022;41
23 Jaén;México;2021;13
23 Jaén;Canadá;2022;4
23 Jaén;Canadá;2021;1
23 Jaén;De Centro América y Caribe;2022;342
23 Jaén;De Centro América y Caribe;2021;223
23 Jaén;Cuba;2022;78
23 Jaén;Cuba;2021;45
23 Jaén;Honduras;2022;171
23 Jaén;Honduras;2021;107
23 Jaén;Nicaragua;2022;18
23 Jaén;Nicaragua;2021;15
23 Jaén;República Dominicana;2022;38
23 Jaén;República Dominicana;2021;29
23 Jaén;Otro país de Centro América y Caribe;2022;37
23 Jaén;Otro país de Centro América y Caribe;2021;27
23 Jaén;De Sudamérica;2022;1.595
23 Jaén;De Sudamérica;2021;586
23 Jaén;Argentina;2022;83
23 Jaén;Argentina;2021;29
23 Jaén;Bolivia;2022;21
23 Jaén;Bolivia;2021;16
23 Jaén;Brasil;2022;31
23 Jaén;Brasil;2021;40
23 Jaén;Colombia;2022;809
23 Jaén;Colombia;2021;259
23 Jaén;Chile;2022;15
23 Jaén;Chile;2021;10
23 Jaén;Ecuador;2022;59
23 Jaén;Ecuador;2021;25
23 Jaén;Paraguay;2022;61
23 Jaén;Paraguay;2021;35
23 Jaén;Perú;2022;273
23 Jaén;Perú;2021;73
23 Jaén;Uruguay;2022;4
23 Jaén;Uruguay;2021;1
23 Jaén;Venezuela;2022;239
23 Jaén;Venezuela;2021;98
23 Jaén;Otro país de Sudamérica;2022;0
23 Jaén;Otro país de Sudamérica;2021;0
23 Jaén;De Asia;2022;170
23 Jaén;De Asia;2021;142
23 Jaén;Bangladesh;2022;1
23 Jaén;Bangladesh;2021;0
23 Jaén;China;2022;33
23 Jaén;China;2021;36
23 Jaén;Filipinas;2022;2
23 Jaén;Filipinas;2021;3
23 Jaén;India;2022;11
23 Jaén;India;2021;12
23 Jaén;Pakistán;2022;79
23 Jaén;Pakistán;2021;75
23 Jaén;Otro país de Asia;2022;44
23 Jaén;Otro país de Asia;2021;16
23 Jaén;De Oceanía;2022;2
23 Jaén;De Oceanía;2021;2
23 Jaén;Apátridas;2022;8
23 Jaén;Apátridas;2021;25
29 Málaga;Total;2022;61.056
29 Málaga;Total;2021;48.942
29 Málaga;Española;2022;4.740
29 Málaga;Española;2021;4.529
29 Málaga;UE27_2020 sin España;2022;15.232
29 Málaga;UE27_2020 sin España;2021;15.531
29 Málaga;Bélgica;2022;923
29 Málaga;Bélgica;2021;943
29 Málaga;Bulgaria;2022;293
29 Málaga;Bulgaria;2021;245
29 Málaga;Dinamarca;2022;443
29 Málaga;Dinamarca;2021;586
29 Málaga;Finlandia;2022;750
29 Málaga;Finlandia;2021;840
29 Málaga;Francia;2022;1.182
29 Málaga;Francia;2021;1.389
29 Málaga;Irlanda;2022;569
29 Málaga;Irlanda;2021;934
29 Málaga;Italia;2022;3.618
29 Málaga;Italia;2021;2.737
29 Málaga;Países Bajos;2022;1.197
29 Málaga;Países Bajos;2021;1.322
29 Málaga;Polonia;2022;569
29 Málaga;Polonia;2021;470
29 Málaga;Portugal;2022;275
29 Málaga;Portugal;2021;246
29 Málaga;Alemania;2022;1.401
29 Málaga;Alemania;2021;2.099
29 Málaga;Rumanía;2022;1.276
29 Málaga;Rumanía;2021;1.007
29 Málaga;Suecia;2022;1.461
29 Málaga;Suecia;2021;1.663
29 Málaga;Lituania;2022;199
29 Málaga;Lituania;2021;163
29 Málaga;Otro país de la Unión Europea sin España;2022;1.076
29 Málaga;Otro país de la Unión Europea sin España;2021;887
29 Málaga;Europa menos UE27_2020;2022;13.752
29 Málaga;Europa menos UE27_2020;2021;10.972
29 Málaga;Noruega;2022;331
29 Málaga;Noruega;2021;500
29 Málaga;Reino Unido;2022;3.311
29 Málaga;Reino Unido;2021;6.805
29 Málaga;Suiza;2022;213
29 Málaga;Suiza;2021;254
29 Málaga;Ucrania;2022;6.831
29 Málaga;Ucrania;2021;1.130
29 Málaga;Moldavia;2022;36
29 Málaga;Moldavia;2021;24
29 Málaga;Rusia;2022;2.183
29 Málaga;Rusia;2021;1.680
29 Málaga;Otro país del resto de Europa;2022;847
29 Málaga;Otro país del resto de Europa;2021;579
29 Málaga;De Africa;2022;6.548
29 Málaga;De Africa;2021;6.267
29 Málaga;Argelia;2022;125
29 Málaga;Argelia;2021;162
29 Málaga;Gambia;2022;40
29 Málaga;Gambia;2021;43
29 Málaga;Ghana;2022;108
29 Málaga;Ghana;2021;111
29 Málaga;Guinea;2022;33
29 Málaga;Guinea;2021;44
29 Málaga;Guinea Ecuatorial;2022;14
29 Málaga;Guinea Ecuatorial;2021;14
29 Málaga;Mali;2022;112
29 Málaga;Mali;2021;178
29 Málaga;Marruecos;2022;5.137
29 Málaga;Marruecos;2021;4.792
29 Málaga;Mauritania;2022;21
29 Málaga;Mauritania;2021;25
29 Málaga;Nigeria;2022;228
29 Málaga;Nigeria;2021;214
29 Málaga;Senegal;2022;315
29 Málaga;Senegal;2021;289
29 Málaga;Otro país de África;2022;415
29 Málaga;Otro país de África;2021;395
29 Málaga;América del Norte;2022;1.248
29 Málaga;América del Norte;2021;1.000
29 Málaga;Estados Unidos de América;2022;808
29 Málaga;Estados Unidos de América;2021;646
29 Málaga;México;2022;224
29 Málaga;México;2021;186
29 Málaga;Canadá;2022;216
29 Málaga;Canadá;2021;168
29 Málaga;De Centro América y Caribe;2022;1.703
29 Málaga;De Centro América y Caribe;2021;962
29 Málaga;Cuba;2022;485
29 Málaga;Cuba;2021;350
29 Málaga;Honduras;2022;449
29 Málaga;Honduras;2021;223
29 Málaga;Nicaragua;2022;417
29 Málaga;Nicaragua;2021;146
29 Málaga;República Dominicana;2022;98
29 Málaga;República Dominicana;2021;80
29 Málaga;Otro país de Centro América y Caribe;2022;254
29 Málaga;Otro país de Centro América y Caribe;2021;163
29 Málaga;De Sudamérica;2022;15.372
29 Málaga;De Sudamérica;2021;7.321
29 Málaga;Argentina;2022;3.910
29 Málaga;Argentina;2021;2.151
29 Málaga;Bolivia;2022;152
29 Málaga;Bolivia;2021;123
29 Málaga;Brasil;2022;930
29 Málaga;Brasil;2021;544
29 Málaga;Colombia;2022;4.612
29 Málaga;Colombia;2021;1.685
29 Málaga;Chile;2022;257
29 Málaga;Chile;2021;203
29 Málaga;Ecuador;2022;206
29 Málaga;Ecuador;2021;149
29 Málaga;Paraguay;2022;2.326
29 Málaga;Paraguay;2021;945
29 Málaga;Perú;2022;591
29 Málaga;Perú;2021;301
29 Málaga;Uruguay;2022;217
29 Málaga;Uruguay;2021;149
29 Málaga;Venezuela;2022;2.171
29 Málaga;Venezuela;2021;1.071
29 Málaga;Otro país de Sudamérica;2022;0
29 Málaga;Otro país de Sudamérica;2021;0
29 Málaga;De Asia;2022;2.383
29 Málaga;De Asia;2021;2.294
29 Málaga;Bangladesh;2022;76
29 Málaga;Bangladesh;2021;59
29 Málaga;China;2022;432
29 Málaga;China;2021;552
29 Málaga;Filipinas;2022;278
29 Málaga;Filipinas;2021;217
29 Málaga;India;2022;247
29 Málaga;India;2021;148
29 Málaga;Pakistán;2022;315
29 Málaga;Pakistán;2021;213
29 Málaga;Otro país de Asia;2022;1.035
29 Málaga;Otro país de Asia;2021;1.105
29 Málaga;De Oceanía;2022;71
29 Málaga;De Oceanía;2021;54
29 Málaga;Apátridas;2022;7
29 Málaga;Apátridas;2021;12
41 Sevilla;Total;2022;23.647
41 Sevilla;Total;2021;16.569
41 Sevilla;Española;2022;4.042
41 Sevilla;Española;2021;3.455
41 Sevilla;UE27_2020 sin España;2022;2.366
41 Sevilla;UE27_2020 sin España;2021;2.491
41 Sevilla;Bélgica;2022;45
41 Sevilla;Bélgica;2021;43
41 Sevilla;Bulgaria;2022;44
41 Sevilla;Bulgaria;2021;32
41 Sevilla;Dinamarca;2022;5
41 Sevilla;Dinamarca;2021;16
41 Sevilla;Finlandia;2022;7
41 Sevilla;Finlandia;2021;8
41 Sevilla;Francia;2022;273
41 Sevilla;Francia;2021;365
41 Sevilla;Irlanda;2022;49
41 Sevilla;Irlanda;2021;57
41 Sevilla;Italia;2022;468
41 Sevilla;Italia;2021;474
41 Sevilla;Países Bajos;2022;46
41 Sevilla;Países Bajos;2021;74
41 Sevilla;Polonia;2022;85
41 Sevilla;Polonia;2021;69
41 Sevilla;Portugal;2022;177
41 Sevilla;Portugal;2021;194
41 Sevilla;Alemania;2022;130
41 Sevilla;Alemania;2021;138
41 Sevilla;Rumanía;2022;907
41 Sevilla;Rumanía;2021;913
41 Sevilla;Suecia;2022;15
41 Sevilla;Suecia;2021;7
41 Sevilla;Lituania;2022;19
41 Sevilla;Lituania;2021;15
41 Sevilla;Otro país de la Unión Europea sin España;2022;96
41 Sevilla;Otro país de la Unión Europea sin España;2021;86
41 Sevilla;Europa menos UE27_2020;2022;1.532
41 Sevilla;Europa menos UE27_2020;2021;721
41 Sevilla;Noruega;2022;5
41 Sevilla;Noruega;2021;4
41 Sevilla;Reino Unido;2022;168
41 Sevilla;Reino Unido;2021;342
41 Sevilla;Suiza;2022;19
41 Sevilla;Suiza;2021;14
41 Sevilla;Ucrania;2022;987
41 Sevilla;Ucrania;2021;131
41 Sevilla;Moldavia;2022;10
41 Sevilla;Moldavia;2021;9
41 Sevilla;Rusia;2022;173
41 Sevilla;Rusia;2021;95
41 Sevilla;Otro país del resto de Europa;2022;170
41 Sevilla;Otro país del resto de Europa;2021;126
41 Sevilla;De Africa;2022;2.942
41 Sevilla;De Africa;2021;3.145
41 Sevilla;Argelia;2022;217
41 Sevilla;Argelia;2021;212
41 Sevilla;Gambia;2022;39
41 Sevilla;Gambia;2021;80
41 Sevilla;Ghana;2022;12
41 Sevilla;Ghana;2021;19
41 Sevilla;Guinea;2022;84
41 Sevilla;Guinea;2021;47
41 Sevilla;Guinea Ecuatorial;2022;12
41 Sevilla;Guinea Ecuatorial;2021;17
41 Sevilla;Mali;2022;157
41 Sevilla;Mali;2021;283
41 Sevilla;Marruecos;2022;1.780
41 Sevilla;Marruecos;2021;1.850
41 Sevilla;Mauritania;2022;29
41 Sevilla;Mauritania;2021;31
41 Sevilla;Nigeria;2022;92
41 Sevilla;Nigeria;2021;86
41 Sevilla;Senegal;2022;255
41 Sevilla;Senegal;2021;287
41 Sevilla;Otro país de África;2022;265
41 Sevilla;Otro país de África;2021;233
41 Sevilla;América del Norte;2022;477
41 Sevilla;América del Norte;2021;469
41 Sevilla;Estados Unidos de América;2022;266
41 Sevilla;Estados Unidos de América;2021;280
41 Sevilla;México;2022;188
41 Sevilla;México;2021;164
41 Sevilla;Canadá;2022;23
41 Sevilla;Canadá;2021;25
41 Sevilla;De Centro América y Caribe;2022;3.600
41 Sevilla;De Centro América y Caribe;2021;2.180
41 Sevilla;Cuba;2022;391
41 Sevilla;Cuba;2021;239
41 Sevilla;Honduras;2022;479
41 Sevilla;Honduras;2021;307
41 Sevilla;Nicaragua;2022;2.055
41 Sevilla;Nicaragua;2021;1.178
41 Sevilla;República Dominicana;2022;140
41 Sevilla;República Dominicana;2021;143
41 Sevilla;Otro país de Centro América y Caribe;2022;535
41 Sevilla;Otro país de Centro América y Caribe;2021;313
41 Sevilla;De Sudamérica;2022;7.950
41 Sevilla;De Sudamérica;2021;3.396
41 Sevilla;Argentina;2022;358
41 Sevilla;Argentina;2021;249
41 Sevilla;Bolivia;2022;196
41 Sevilla;Bolivia;2021;154
41 Sevilla;Brasil;2022;354
41 Sevilla;Brasil;2021;241
41 Sevilla;Colombia;2022;3.197
41 Sevilla;Colombia;2021;1.135
41 Sevilla;Chile;2022;129
41 Sevilla;Chile;2021;104
41 Sevilla;Ecuador;2022;163
41 Sevilla;Ecuador;2021;133
41 Sevilla;Paraguay;2022;685
41 Sevilla;Paraguay;2021;260
41 Sevilla;Perú;2022;1.195
41 Sevilla;Perú;2021;461
41 Sevilla;Uruguay;2022;34
41 Sevilla;Uruguay;2021;33
41 Sevilla;Venezuela;2022;1.639
41 Sevilla;Venezuela;2021;624
41 Sevilla;Otro país de Sudamérica;2022;0
41 Sevilla;Otro país de Sudamérica;2021;2
41 Sevilla;De Asia;2022;692
41 Sevilla;De Asia;2021;683
41 Sevilla;Bangladesh;2022;20
41 Sevilla;Bangladesh;2021;11
41 Sevilla;China;2022;242
41 Sevilla;China;2021;339
41 Sevilla;Filipinas;2022;46
41 Sevilla;Filipinas;2021;27
41 Sevilla;India;2022;32
